id,text,title
doc_721,Are privacy training programs mandatory for employees handling PII?,27018 – Human Resource Controls
doc_722,Are confidentiality agreements required for staff accessing PII?,27018 – Human Resource Controls
doc_723,Are employees trained to identify privacy risks?,27018 – Human Resource Controls
doc_724,Are privacy violations subject to disciplinary actions?,27018 – Human Resource Controls
doc_725,Are PII access rights removed immediately after role changes?,27018 – Human Resource Controls
doc_726,Are cloud applications processing PII tested for security vulnerabilities?,27018 – Application Security for PII
doc_727,Are PII fields masked in application logs?,27018 – Application Security for PII
doc_728,Are secure APIs used to access PII?,27018 – Application Security for PII
doc_729,Are applications validated to ensure they do not expose PII?,27018 – Application Security for PII
doc_730,Are PII validation rules applied to prevent injection attacks?,27018 – Application Security for PII
doc_731,Is PII transferred only using secure protocols?,27018 – Secure Transfer of PII
doc_732,Are PII transfers logged?,27018 – Secure Transfer of PII
doc_733,Are cross-border PII transfers controlled and documented?,27018 – Secure Transfer of PII
doc_734,Are transfer mechanisms compliant with regional regulations?,27018 – Secure Transfer of PII
doc_735,Are PII transfers restricted to approved destinations?,27018 – Secure Transfer of PII
doc_736,Is PII retention aligned with contractual and regulatory requirements?,27018 – PII Retention
doc_737,Are retention schedules documented and enforced?,27018 – PII Retention
doc_738,Are customers able to define custom retention policies?,27018 – PII Retention
doc_739,Is PII automatically flagged for deletion when retention expires?,27018 – PII Retention
doc_740,Are long-term PII archives protected appropriately?,27018 – PII Retention
doc_741,Are subprocessors approved by the customer before processing PII?,27018 – Subprocessor Controls
doc_742,Are subprocessors bound by the same privacy requirements as the CSP?,27018 – Subprocessor Controls
doc_743,Are subprocessors regularly assessed for privacy compliance?,27018 – Subprocessor Controls
doc_744,Are subprocessor access privileges limited to required operations only?,27018 – Subprocessor Controls
doc_745,Is a list of subprocessors maintained and communicated to customers?,27018 – Subprocessor Controls
doc_746,Are privacy obligations documented in cloud service agreements?,27018 – Contractual Requirements
doc_747,Do contracts prohibit processing PII for marketing or analytics?,27018 – Contractual Requirements
doc_748,Are notification timelines for breaches included in the agreement?,27018 – Contractual Requirements
doc_749,Are data deletion obligations specified in contracts?,27018 – Contractual Requirements
doc_750,"Are privacy terms aligned with applicable laws (GDPR, etc.)?",27018 – Contractual Requirements
doc_751,Is privacy-by-design embedded into cloud services that process PII?,27018 – Privacy by Design
doc_752,Are privacy risks considered during cloud architecture design?,27018 – Privacy by Design
doc_753,Are privacy controls validated before system deployment?,27018 – Privacy by Design
doc_754,Are engineers trained in privacy engineering principles?,27018 – Privacy by Design
doc_755,Are privacy requirements integrated into DevSecOps pipelines?,27018 – Privacy by Design
doc_756,Is PII processing mapped across all cloud services used?,27018 – PII Lifecycle Management
doc_757,Are PII flows documented between CSP components?,27018 – PII Lifecycle Management
doc_758,"Are PII transformations (encryption, tokenization, hashing) tracked?",27018 – PII Lifecycle Management
doc_759,Is PII lifecycle reviewed after major cloud service changes?,27018 – PII Lifecycle Management
doc_760,Are PII disposal processes included in lifecycle maps?,27018 – PII Lifecycle Management
doc_761,Are PII access logs reviewed periodically by the controller?,27018 – PII Access Monitoring
doc_762,Are unauthorized PII access attempts escalated promptly?,27018 – PII Access Monitoring
doc_763,Are privileged account access attempts flagged in real-time?,27018 – PII Access Monitoring
doc_764,"Are high-risk PII actions (export, deletion) monitored?",27018 – PII Access Monitoring
doc_765,Are anomaly detection systems applied to PII datasets?,27018 – PII Access Monitoring
doc_766,Are PII used only for explicitly agreed purposes in the contract?,27018 – PII Processing Purpose Control
doc_767,Are automated PII processing decisions documented?,27018 – PII Processing Purpose Control
doc_768,Are data minimization principles applied to PII processing?,27018 – PII Processing Purpose Control
doc_769,Is profiling of data subjects prohibited without explicit approval?,27018 – PII Processing Purpose Control
doc_770,Is secondary processing of PII blocked by default?,27018 – PII Processing Purpose Control
doc_771,Are mechanisms implemented to allow customers to access their PII?,27018 – Data Subject Rights
doc_772,Are controllers supported in providing PII corrections to data subjects?,27018 – Data Subject Rights
doc_773,Are data subject deletion requests handled within agreed timelines?,27018 – Data Subject Rights
doc_774,Are PII portability requests supported technically?,27018 – Data Subject Rights
doc_775,Are dispute resolution processes available for data subjects?,27018 – Data Subject Rights
doc_776,Are PII backups protected with encryption?,27018 – PII Backup & Recovery
doc_777,Is PII included in backup retention policies?,27018 – PII Backup & Recovery
doc_778,Are PII backups segregated logically from other tenant backups?,27018 – PII Backup & Recovery
doc_779,Is PII restored only upon authorized controller request?,27018 – PII Backup & Recovery
doc_780,Are PII backups deleted when retention periods expire?,27018 – PII Backup & Recovery
doc_781,Is unauthorized cross-tenant PII access prevented by design?,27018 – Multi-Tenancy & Isolation
doc_782,Are cloud isolation mechanisms tested periodically?,27018 – Multi-Tenancy & Isolation
doc_783,Does the CSP document tenant isolation controls?,27018 – Multi-Tenancy & Isolation
doc_784,Are shared resources scanned for tenant-facing vulnerabilities?,27018 – Multi-Tenancy & Isolation
doc_785,Is PII containerization used to reduce leakage risk?,27018 – Multi-Tenancy & Isolation
doc_786,Are PII encryption standards aligned with industry requirements?,27018 – Encryption Controls
doc_787,Are encryption keys stored in secure key vaults or HSMs?,27018 – Encryption Controls
doc_788,Are PII encryption key logs monitored for anomalies?,27018 – Encryption Controls
doc_789,Are encryption algorithms reviewed periodically for sufficiency?,27018 – Encryption Controls
doc_790,Are controllers informed if encryption settings change?,27018 – Encryption Controls
doc_791,Are PII stored in cloud databases protected against SQL injection and similar attacks?,27018 – Application & Database PII Security
doc_792,Are PII query logs monitored for suspicious activity?,27018 – Application & Database PII Security
doc_793,Are PII exports monitored for abnormal volumes?,27018 – Application & Database PII Security
doc_794,Are PII fields sanitized to prevent sensitive data leaks?,27018 – Application & Database PII Security
doc_795,Are database administrators restricted from viewing raw PII?,27018 – Application & Database PII Security
doc_796,Are PII transfers documented in audit logs?,27018 – PII Transfer Controls
doc_797,Are secure transfer channels required for cross-border PII movement?,27018 – PII Transfer Controls
doc_798,Are PII transfers restricted only to approved regions?,27018 – PII Transfer Controls
doc_799,"Are transfer mechanisms (SCCs, BCRs) reviewed for compliance?",27018 – PII Transfer Controls
doc_800,Are CSP subprocessors prohibited from transferring PII without permission?,27018 – PII Transfer Controls
doc_801,Are PII breach simulations conducted?,27018 – PII Breach Response
doc_802,Are breach impact assessments carried out after incidents?,27018 – PII Breach Response
doc_803,Are breach escalation paths documented clearly?,27018 – PII Breach Response
doc_804,Are customers given enough detail to meet regulatory reporting?,27018 – PII Breach Response
doc_805,Is forensic evidence collected for PII breaches?,27018 – PII Breach Response
doc_806,Are PII retention requirements aligned with customer policy?,27018 – PII Retention & Disposal
doc_807,Is early deletion of PII supported upon customer request?,27018 – PII Retention & Disposal
doc_808,Are customer deletion requests logged and auditable?,27018 – PII Retention & Disposal
doc_809,Are forensic copies of PII handled according to privacy rules?,27018 – PII Retention & Disposal
doc_810,Are archived PII protected with long-term encryption?,27018 – PII Retention & Disposal
doc_811,Are PII subprocessors monitored continuously?,27018 – Subprocessor Oversight
doc_812,Are privacy obligations flowed down to all subprocessors contractually?,27018 – Subprocessor Oversight
doc_813,Is subprocessor onboarding subject to customer approval?,27018 – Subprocessor Oversight
doc_814,Are subprocessor PII access privileges reviewed?,27018 – Subprocessor Oversight
doc_815,Are subprocessors removed if they fail privacy compliance requirements?,27018 – Subprocessor Oversight
doc_816,Are cloud customers notified of new subprocessors?,27018 – CSP Transparency Requirements
doc_817,Are transparency reports published by the CSP?,27018 – CSP Transparency Requirements
doc_818,Does the CSP document the location of stored PII?,27018 – CSP Transparency Requirements
doc_819,Does the CSP disclose data flow diagrams for PII processing?,27018 – CSP Transparency Requirements
doc_820,Are customers notified of changes in CSP privacy policies?,27018 – CSP Transparency Requirements
doc_821,Are privacy audit logs made available to customers?,27018 – PII Auditability
doc_822,Does the CSP support customer-led privacy audits?,27018 – PII Auditability
doc_823,Are audit records retained according to legal requirements?,27018 – PII Auditability
doc_824,Are PII processing activities traceable end-to-end?,27018 – PII Auditability
doc_825,Are PII audit failures investigated promptly?,27018 – PII Auditability
doc_826,Are customers able to request full export of their PII?,27018 – Customer Control & Ownership
doc_827,Are customers allowed to define PII data handling rules?,27018 – Customer Control & Ownership
doc_828,Are customer-defined retention controls enforced automatically?,27018 – Customer Control & Ownership
doc_829,Are customers informed of any access by CSP administrators?,27018 – Customer Control & Ownership
doc_830,Is customer ownership of PII fully preserved contractually?,27018 – Customer Control & Ownership
doc_831,Are PII monitoring systems tested for accuracy?,27018 – PII Monitoring Controls
doc_832,Are alerts configured for anomalous PII behavior patterns?,27018 – PII Monitoring Controls
doc_833,Are PII logs integrated with SIEM or cloud monitoring tools?,27018 – PII Monitoring Controls
doc_834,Are false-positive alerts tuned to avoid alert fatigue?,27018 – PII Monitoring Controls
doc_835,Are PII monitoring dashboards accessible to authorized staff only?,27018 – PII Monitoring Controls
doc_836,Are encryption and tokenization policies reviewed annually?,27018 – Technical Privacy Controls
doc_837,"Are cloud security tools privacy-aware (data masking, redaction)?",27018 – Technical Privacy Controls
doc_838,Is sandboxed testing used for PII security tools?,27018 – Technical Privacy Controls
doc_839,Are personal identifiers replaced with pseudonyms where possible?,27018 – Technical Privacy Controls
doc_840,Are PII discovery tools used to identify hidden datasets?,27018 – Technical Privacy Controls
doc_841,Are CSP personnel trained specifically in privacy incident handling?,27018 – CSP Personnel Privacy Requirements
doc_842,Are PII access restrictions strictly enforced for CSP internal staff?,27018 – CSP Personnel Privacy Requirements
doc_843,Are background checks performed on CSP staff with PII access?,27018 – CSP Personnel Privacy Requirements
doc_844,Are privileged accesses by CSP staff monitored and logged?,27018 – CSP Personnel Privacy Requirements
doc_845,Are confidentiality agreements updated after role changes?,27018 – CSP Personnel Privacy Requirements
doc_846,Is PII securely migrated during termination of cloud services?,27018 – End-of-Contract PII Processing
doc_847,Are PII deletion certificates provided after contract termination?,27018 – End-of-Contract PII Processing
doc_848,"Are all PII copies (production, backup, logs) deleted or returned?",27018 – End-of-Contract PII Processing
doc_849,Is PII removal validated for completeness?,27018 – End-of-Contract PII Processing
doc_850,Are controllers notified when termination data handling is complete?,27018 – End-of-Contract PII Processing
