id,text,title
doc_1370,Are SIEM dashboards reviewed by SOC analysts?,NIST CSF – DE.CM – SIEM Monitoring
doc_1371,Are detection processes regularly tested for effectiveness?,NIST CSF – DE.DP Detection Processes
doc_1372,Are detection tools updated to address emerging threats?,NIST CSF – DE.DP Detection Processes
doc_1373,Is detection role responsibility clearly assigned?,NIST CSF – DE.DP Detection Processes
doc_1374,Are communication channels in place for detection alerts?,NIST CSF – DE.DP Detection Processes
doc_1375,Are detection procedures documented and accessible?,NIST CSF – DE.DP Detection Processes
doc_1376,Are incident response plans documented and approved?,NIST CSF – RS.RP Response Planning
doc_1377,Is the incident response plan tested at least annually?,NIST CSF – RS.RP Response Planning
doc_1378,Are response roles and responsibilities clearly defined?,NIST CSF – RS.RP Response Planning
doc_1379,Are contact lists maintained for incident escalation?,NIST CSF – RS.RP Response Planning
doc_1380,Are runbooks available for common incident types?,NIST CSF – RS.RP Response Planning
doc_1381,Are communication procedures defined for incident reporting?,NIST CSF – RS.CO Communications
doc_1382,Are legal and regulatory notification obligations documented?,NIST CSF – RS.CO Communications
doc_1383,Are incident communications coordinated with external stakeholders?,NIST CSF – RS.CO Communications
doc_1384,Are communication channels protected from unauthorized access?,NIST CSF – RS.CO Communications
doc_1385,Are public communications approved through a formal process?,NIST CSF – RS.CO Communications
doc_1386,Are incidents analyzed to determine root cause?,NIST CSF – RS.AN Analysis
doc_1387,Are forensic techniques used when required?,NIST CSF – RS.AN Analysis
doc_1388,Is malware analysis performed for infected systems?,NIST CSF – RS.AN Analysis
doc_1389,Are timelines reconstructed for major incidents?,NIST CSF – RS.AN Analysis
doc_1390,Is incident evidence preserved according to policy?,NIST CSF – RS.AN Analysis
doc_1391,Are containment strategies documented?,NIST CSF – RS.MI Mitigation
doc_1392,Are malicious hosts isolated quickly during incidents?,NIST CSF – RS.MI Mitigation
doc_1393,Are compromised credentials revoked promptly?,NIST CSF – RS.MI Mitigation
doc_1394,Are vulnerable systems patched during active incidents?,NIST CSF – RS.MI Mitigation
doc_1395,Are long-term corrective actions identified and implemented?,NIST CSF – RS.MI Mitigation
doc_1396,Are third parties notified when incidents may impact them?,NIST CSF – RS.IM Improvements
doc_1397,Are lessons learned captured after incidents?,NIST CSF – RS.IM Improvements
doc_1398,Are IR plans updated after major incidents?,NIST CSF – RS.IM Improvements
doc_1399,Are detection gaps identified during post-incident reviews?,NIST CSF – RS.IM Improvements
doc_1400,Are staff retrained after significant incident trends?,NIST CSF – RS.IM Improvements
doc_1401,Are recovery plans documented and approved?,NIST CSF – RC.RP Recovery Planning
doc_1402,Are restoration priorities defined for critical assets?,NIST CSF – RC.RP Recovery Planning
doc_1403,Are recovery plans tested through exercises?,NIST CSF – RC.RP Recovery Planning
doc_1404,Are failover and fallback procedures validated?,NIST CSF – RC.RP Recovery Planning
doc_1405,Is backup integrity verified regularly?,NIST CSF – RC.RP Recovery Planning
doc_1406,Are communication procedures defined for recovery operations?,NIST CSF – RC.CO Communications
doc_1407,Are stakeholders notified when systems are restored?,NIST CSF – RC.CO Communications
doc_1408,Are recovery status updates communicated to leadership?,NIST CSF – RC.CO Communications
doc_1409,Are customer communications coordinated after outages?,NIST CSF – RC.CO Communications
doc_1410,Are communication channels available during disasters?,NIST CSF – RC.CO Communications
doc_1411,Are improvements identified after recovery events?,NIST CSF – RC.IM Improvements
doc_1412,Are recovery plans updated following major restoration events?,NIST CSF – RC.IM Improvements
doc_1413,Are resilience gaps identified through recovery testing?,NIST CSF – RC.IM Improvements
doc_1414,Are updated recovery procedures communicated to staff?,NIST CSF – RC.IM Improvements
doc_1415,Are cross-team reviews conducted after disaster scenarios?,NIST CSF – RC.IM Improvements
doc_1416,Are recovery procedures integrated with business continuity plans?,NIST CSF – RC.IM Integration
doc_1417,Are disaster recovery sites tested for readiness?,NIST CSF – RC.IM Integration
doc_1418,Are third-party recovery dependencies evaluated?,NIST CSF – RC.IM Integration
doc_1419,Are full restoration tests executed periodically?,NIST CSF – RC.IM Integration
doc_1420,Are staff trained to execute recovery procedures quickly?,NIST CSF – RC.IM Integration
doc_1421,Are cloud recovery procedures documented for each cloud provider?,NIST CSF – Cloud & Recovery
doc_1422,Are cloud region failovers validated?,NIST CSF – Cloud & Recovery
doc_1423,Are cloud backup settings checked for correctness?,NIST CSF – Cloud & Recovery
doc_1424,Are cloud misconfigurations monitored continuously?,NIST CSF – Cloud & Recovery
doc_1425,Are cloud DR tests executed with CSP participation?,NIST CSF – Cloud & Recovery
doc_1426,Are cyber insurance requirements aligned with recovery needs?,NIST CSF – Recovery Governance
doc_1427,Are legal or regulatory requirements integrated into recovery planning?,NIST CSF – Recovery Governance
doc_1428,Are restoration timelines compliant with contractual obligations?,NIST CSF – Recovery Governance
doc_1429,Are recovery metrics (RTO/RPO) monitored continuously?,NIST CSF – Recovery Governance
doc_1430,Are recovery performance indicators reviewed by leadership?,NIST CSF – Recovery Governance
doc_1431,Are forensic backups maintained for major incidents?,NIST CSF – Advanced IR & Forensics
doc_1432,Are memory dumps captured during cyber events?,NIST CSF – Advanced IR & Forensics
doc_1433,Are chain-of-custody procedures enforced during investigations?,NIST CSF – Advanced IR & Forensics
doc_1434,Are compromised accounts flagged for deeper analysis?,NIST CSF – Advanced IR & Forensics
doc_1435,Are forensics teams trained in cloud incident analysis?,NIST CSF – Advanced IR & Forensics
doc_1436,Are continuous detection improvements implemented using threat feeds?,NIST CSF – Continuous Improvement
doc_1437,Are new indicators of compromise added to detection tools regularly?,NIST CSF – Continuous Improvement
doc_1438,Are lessons learned from industry breaches applied internally?,NIST CSF – Continuous Improvement
doc_1439,Are SOC staffing levels reviewed based on alert volume trends?,NIST CSF – Continuous Improvement
doc_1440,Are detection tuning sessions held regularly?,NIST CSF – Continuous Improvement
doc_1441,Are backups isolated or immutable to defend against ransomware?,NIST CSF – Ransomware Resilience
doc_1442,Are ransomware tabletop exercises conducted?,NIST CSF – Ransomware Resilience
doc_1443,Are offline backups maintained for critical systems?,NIST CSF – Ransomware Resilience
doc_1444,Is lateral movement detection configured?,NIST CSF – Ransomware Resilience
doc_1445,Are segmentation controls used to isolate high-risk systems?,NIST CSF – Ransomware Resilience
doc_1446,Are PII-specific detection capabilities implemented?,NIST CSF – Privacy Integration
doc_1447,Are privacy breaches escalated through IR procedures?,NIST CSF – Privacy Integration
doc_1448,Are privacy recovery procedures integrated with technical recovery?,NIST CSF – Privacy Integration
doc_1449,Are privacy logs included in incident analysis?,NIST CSF – Privacy Integration
doc_1450,Are privacy risks reassessed after incidents affecting PII?,NIST CSF – Privacy Integration
